3;7
4;7
11;7
12;7
13;7
14;7
15;7
16;7
17;7
18;7
19;7
20;7
21;7
22;7
23;7
24;7
31;7
32;7
33;7
34;7
35;7
36;7
37;7
38;7
39;7
40;7
41;7
42;7
43;7
44;7
48;7
51;7
52;7
53;7
54;7
55;7
56;7
57;7
58;7
59;7
60;7
61;7
64;7
65;7
66;7
67;7
68;7
69;7
70;7
71;7
72;7
73;7
78;7
79;7
80;7
81;7
82;7
83;7
84;7
85;7
89;7
90;7
91;7
92;7
93;7
94;7
98;7
99;7
100;7
101;7
104;7
105;7
106;7
107;7
110;7
111;7
112;7
113;7
116;7
117;7
118;7
119;7
120;7
121;7
122;7
123;7
124;7
126;7
127;7
128;7
129;7
130;7
131;7
133;7
134;7
135;7
136;7
137;7
138;7
141;7
142;7
143;7
144;7
173;7
219;7
220;7
221;7
222;7
223;7
224;7
225;7
226;7
227;7
228;7
229;7
230;7
231;7
232;7
233;7
234;7
235;7
236;7
237;7
238;7
239;7
240;7
241;7
242;7
243;7
409;7
410;7
411;7
412;7
413;7
414;7
415;7
416;7
417;7
418;7
419;7
420;7
421;7
422;7
423;7
424;7
425;7
426;7
427;7
428;7
429;7
430;7
431;7
432;7
433;7
434;7
435;7
436;7
437;7
438;7
439;7
440;7
441;7
442;7
443;7
444;7
445;7
446;7
447;7
448;7
449;7
450;7
451;7
452;7
453;7
454;7
455;7
456;7
457;7
458;7
459;7
460;7
461;7
462;7
463;7
464;7
465;7
466;7
467;7
468;7
469;7
470;7
471;7
472;7
473;7
474;7
475;7
476;7
477;7
478;7
479;7
480;7
481;7
482;7
483;7
484;7
488;7
489;7
490;7
491;7
492;7
