4;4
12;4
13;4
14;4
15;4
16;4
17;4
18;4
19;4
20;4
21;4
22;4
23;4
24;4
25;4
27;4
28;4
29;4
30;4
31;4
32;4
33;4
34;4
35;4
36;4
37;4
38;4
48;4
53;4
54;4
55;4
56;4
57;4
58;4
59;4
60;4
61;4
64;4
71;4
72;4
73;4
74;4
75;4
78;4
86;4
87;4
88;4
96;4
97;4
104;4
108;4
110;4
114;4
115;4
119;4
127;4
129;4
133;4
134;4
138;4
168;4
209;4
210;4
211;4
212;4
213;4
214;4
215;4
216;4
217;4
218;4
219;4
220;4
221;4
222;4
223;4
392;4
393;4
394;4
395;4
396;4
397;4
398;4
399;4
400;4
401;4
402;4
403;4
404;4
405;4
406;4
407;4
408;4
409;4
410;4
411;4
485;4
486;4
487;4
