2;8
3;8
9;8
10;8
11;8
12;8
13;8
14;8
15;8
16;8
17;8
18;8
19;8
20;8
21;8
22;8
30;8
31;8
32;8
33;8
34;8
35;8
36;8
37;8
38;8
39;8
40;8
41;8
47;8
52;8
53;8
54;8
55;8
56;8
57;8
58;8
59;8
60;8
62;8
69;8
70;8
71;8
72;8
73;8
74;8
75;8
77;8
82;8
83;8
84;8
85;8
86;8
87;8
88;8
89;8
90;8
93;8
94;8
95;8
96;8
97;8
98;8
99;8
100;8
105;8
106;8
107;8
108;8
109;8
110;8
111;8
112;8
115;8
117;8
118;8
119;8
120;8
121;8
122;8
123;8
124;8
126;8
127;8
128;8
129;8
130;8
131;8
133;8
134;8
135;8
136;8
137;8
139;8
140;8
141;8
142;8
143;8
174;8
362;8
363;8
364;8
365;8
366;8
367;8
368;8
369;8
370;8
371;8
372;8
373;8
374;8
375;8
376;8
377;8
378;8
379;8
380;8
381;8
382;8
383;8
384;8
385;8
386;8
387;8
388;8
389;8
390;8
391;8
406;8
407;8
408;8
409;8
410;8
411;8
412;8
413;8
414;8
415;8
416;8
417;8
418;8
419;8
420;8
421;8
422;8
423;8
424;8
425;8
426;8
427;8
428;8
429;8
430;8
492;8
493;8
494;8
