4;10
5;10
6;10
7;10
8;10
9;10
10;10
11;10
12;10
13;10
14;10
15;10
16;10
17;10
18;10
19;10
32;10
33;10
34;10
35;10
36;10
37;10
38;10
39;10
40;10
41;10
42;10
43;10
44;10
45;10
47;10
49;10
50;10
51;10
52;10
53;10
54;10
55;10
56;10
57;10
58;10
63;10
65;10
66;10
67;10
68;10
69;10
70;10
71;10
72;10
73;10
76;10
79;10
80;10
81;10
82;10
83;10
84;10
85;10
90;10
92;10
93;10
99;10
100;10
105;10
106;10
111;10
112;10
116;10
117;10
127;10
128;10
132;10
133;10
137;10
139;10
141;10
142;10
179;10
202;10
203;10
204;10
205;10
206;10
207;10
208;10
209;10
210;10
211;10
455;10
456;10
457;10
458;10
459;10
460;10
461;10
462;10
463;10
464;10
465;10
466;10
467;10
468;10
469;10
470;10
492;10
493;10
494;10
495;10
