1;3;1
2;3;1
3;3;1
4;3;1
5;3;1
6;3;1
7;3;1
8;3;1
9;3;1
10;3;1
11;3;1
12;3;1
13;3;1
14;3;1
15;3;1
16;3;1
17;3;1
18;3;1
19;3;1
20;3;1
21;3;1
22;3;1
23;3;1
24;3;1
25;3;1
26;3;1
27;3;1
28;3;1
29;3;1
30;3;1
31;3;1
32;3;1
33;3;1
34;3;1
35;3;1
36;3;1
37;3;1
38;3;1
39;3;1
40;3;1
41;3;1
42;3;1
43;3;1
44;3;1
45;3;1
46;3;1
47;3;1
48;3;1
49;3;1
50;3;1
51;3;1
52;3;1
53;3;1
54;3;1
55;3;1
56;3;1
57;3;1
58;3;1
59;3;1
60;3;1
61;3;1
62;3;1
63;3;1
64;3;1
65;3;1
66;3;1
67;3;1
68;3;1
69;3;1
70;3;1
71;3;1
72;3;1
73;3;1
74;3;1
75;3;1
76;3;1
77;3;1
78;3;1
79;3;1
80;3;1
81;3;1
82;3;1
83;3;1
84;3;1
85;3;1
86;3;1
87;3;1
88;3;1
89;3;1
90;3;1
91;3;1
92;3;1
93;3;1
94;3;1
95;3;1
96;3;1
97;3;1
98;3;1
99;3;1
100;3;1
101;3;1
102;3;1
103;3;1
104;3;1
105;3;1
106;3;1
107;3;1
108;3;1
109;3;1
110;3;1
111;3;1
112;3;1
113;3;1
114;3;1
115;3;1
116;3;1
117;3;1
118;3;1
119;3;1
120;3;1
121;3;1
122;3;1
123;3;1
124;3;1
125;3;1
126;3;1
127;3;1
128;3;1
129;3;1
130;3;1
131;3;1
132;3;1
133;3;1
134;3;1
135;3;1
136;3;1
137;3;1
138;3;1
139;3;1
140;3;1
141;3;1
142;3;1
143;3;1
144;3;1
145;4;2
146;4;2
147;4;2
148;4;2
149;4;2
150;4;2
151;4;2
152;4;2
153;4;2
154;4;2
155;4;2
156;4;2
157;4;2
158;4;2
159;4;2
160;4;2
161;4;2
162;4;2
163;4;2
164;4;2
165;4;2
166;4;2
167;4;2
168;4;2
169;4;2
170;4;2
171;4;2
172;4;2
173;4;2
174;4;2
175;4;2
176;4;2
177;4;2
178;4;2
179;4;2
180;4;2
181;4;2
182;4;2
183;4;2
184;4;2
185;4;2
186;4;2
187;4;2
188;1;3
189;1;3
190;1;3
191;1;3
192;1;3
193;1;3
194;1;3
195;1;3
196;1;3
197;1;3
198;1;3
199;1;3
200;1;3
201;1;3
202;1;3
203;1;3
204;1;3
205;1;3
206;1;3
207;1;3
208;1;3
209;1;3
210;1;3
211;1;3
212;1;3
213;1;3
214;1;3
215;1;3
216;1;3
217;1;3
218;1;3
219;1;3
220;1;3
221;1;3
222;1;3
223;1;3
224;1;3
225;1;3
226;1;3
227;1;3
228;1;3
229;1;3
230;1;3
231;1;3
232;1;3
233;1;3
234;1;3
235;1;3
236;1;3
237;1;3
238;1;3
239;1;3
240;1;3
241;1;3
242;1;3
243;1;3
244;1;3
245;1;3
246;1;3
247;1;3
248;1;3
249;1;3
250;1;3
251;1;3
252;1;3
253;1;3
254;1;3
255;1;3
256;1;3
257;1;3
258;1;3
259;1;3
260;1;3
261;1;3
262;1;3
263;1;3
264;1;3
265;1;3
266;1;3
267;1;3
268;1;3
269;1;3
270;1;3
271;1;3
272;1;3
273;1;3
274;1;3
275;1;3
276;1;3
277;1;3
278;1;3
279;1;3
280;1;3
281;1;3
282;1;3
283;1;3
284;1;3
285;1;3
286;1;3
287;1;3
288;1;3
289;1;3
290;1;3
291;1;3
292;1;3
293;1;3
294;1;3
295;1;3
296;1;3
297;1;3
298;1;3
299;1;3
300;1;3
301;1;3
302;1;3
303;1;3
304;1;3
305;1;3
306;1;3
307;1;3
308;1;3
309;1;3
310;1;3
311;1;3
312;1;3
313;1;3
314;1;3
315;1;3
316;1;3
317;1;3
318;1;3
319;1;3
320;1;3
321;1;3
322;1;3
323;1;3
324;1;3
325;1;3
326;1;3
327;1;3
328;1;3
329;1;3
330;1;3
331;1;3
332;1;3
333;1;3
334;1;3
335;1;3
336;1;3
337;1;3
338;1;3
339;1;3
340;1;3
341;1;3
342;1;3
343;1;3
344;1;3
345;1;3
346;1;3
347;1;3
348;1;3
349;1;3
350;1;3
351;1;3
352;1;3
353;1;3
354;1;3
355;1;3
356;1;3
357;1;3
358;1;3
359;1;3
360;1;3
361;1;3
362;1;3
363;1;3
364;1;3
365;1;3
366;1;3
367;1;3
368;1;3
369;1;3
370;1;3
371;1;3
372;1;3
373;1;3
374;1;3
375;1;3
376;1;3
377;1;3
378;1;3
379;1;3
380;1;3
381;1;3
382;1;3
383;1;3
384;1;3
385;1;3
386;1;3
387;1;3
388;1;3
389;1;3
390;1;3
391;1;3
392;2;2
393;2;2
394;2;2
395;2;2
396;2;2
397;2;2
398;2;2
399;2;2
400;2;2
401;2;2
402;2;2
403;2;2
404;2;2
405;2;2
406;2;2
407;2;2
408;2;2
409;2;2
410;2;2
411;2;2
412;2;2
413;2;2
414;2;2
415;2;2
416;2;2
417;2;2
418;2;2
419;2;2
420;2;2
421;2;2
422;2;2
423;2;2
424;2;2
425;2;2
426;2;2
427;2;2
428;2;2
429;2;2
430;2;2
431;2;2
432;2;2
433;2;2
434;2;2
435;2;2
436;2;2
437;2;2
438;2;2
439;2;2
440;2;2
441;2;2
442;2;2
443;2;2
444;2;2
445;2;2
446;2;2
447;2;2
448;2;2
449;2;2
450;2;2
451;2;2
452;2;2
453;2;2
454;2;2
455;2;2
456;2;2
457;2;2
458;2;2
459;2;2
460;2;2
461;2;2
462;2;2
463;2;2
464;2;2
465;2;2
466;2;2
467;2;2
468;2;2
469;2;2
470;2;2
471;2;2
472;2;2
473;2;2
474;2;2
475;2;2
476;2;2
477;2;2
478;2;2
479;2;2
480;2;2
481;2;2
482;2;2
483;2;2
484;2;2
485;5;1
486;5;1
487;5;1
488;5;1
489;5;1
490;5;1
491;5;1
492;5;1
493;5;1
494;5;1
495;5;1
